name,district,Province Project,province,type,lat,long,gender,startDate,Start Date,startYear,peakImpYear,status,bricks,houses,2016,2017,2018,2019,2020,2021,Schools,co2,jobsProduction,jobsConstruction,jobs,Last updated,Description
Parmendra Joshi,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.98975786,80.16501374,Male,Nov.20,01.11.20,2020,2021,Running,15000,6,,,,,3,3,,45.45,,5,5,2/22/2021,Parmendra Joshi is a driven entrepreneur with a positive attitude even in challenges. He is also involved in local politics. He started his business after the COVID lockdown and is really excited to try to take over the market from fired bricks.
Khairu Tamang,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.95585856,80.27409474,Male,Nov.20,01.11.20,2020,2021,Running,10000,4,,,,,2,2,,30.3,1,4,5,2/27/2021,Khairu Tamang is an entrepreneur and a local politician. He is the District co-ordination committee chair person of kanchanpur District. He comes from a backward community. Khairu Tamang and his team is working hard and thinks quality is the most important when making bricks.
Sudip Gurung,Gorkha,Province 4 - Gandaki,Gandaki Province,Youth Entrepreneur,28.2212058,84.7968182,Male,Nov.20,01.11.20,2020,2021,Running,18000,7,,,,,3.5,3.5,,54.54,8,6,14,2/27/2021,"Thirty years old, Sudip Gurung works in medical sector. Sudip already had pharmacy in Sano Renchuling but wanted to start a new business to that he can support family with money. He found a big scope for CSEB to build low-cost houses and decided to start his own production. "
DZI Foundation Rural school construction,Bhojpur,Province 1,Province No. 1,INGO/NGO project,27.1779842,87.0524338,Male,Nov.20,01.11.20,2020,2021,Running,25000,,,,,,0,0,2,75.75,,,0,,Technical partner for DZI for training in CSEB and construction of rural schools
Gauri Bartaula,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.56003831,85.0199986,Male,Nov.20,01.11.20,2020,2021,Running,14000,6,,,,,3,3,,42.42,4,4,8,2/27/2021,"Thirty-three years old, Gaurishankar Bartaula is entrepreneur. He belongs in middle class family. He wants to start his new business to that he can support family with money so he starts to work out on new business ideas.  Finally he found CSEB technology which is expanding rapidly in Western part of Nepal"
Bhabi Lal Kumal,Nawalparasi,Province 5,Lumbini Province,Husband wife,27.6248226,84.0880284,Male & Female,Nov.20,01.11.20,2020,2021,Running,15000,6,,,,,3,3,1,45.45,10,5,15,2/27/2021,"After losing his job in the COVID lockdown, Bhabi jee and his wife started looking for alternatives for low investment businesses and learnt about CSEB interlocking bricks through internet. Husband and wife, both are graduates and have a natural talent for business. After starting their CSEB enterprise none of them wants to return back to the factory where they were working before and instead want to concentrate on this business going forward."
Raj Kumari Devi,Siraha,Province 2,Madhesh Province,Female Entrepreneur,26.631636,86.4415038,Female,Dec.20,01.12.20,2020,2021,Running,12000,5,,,,,2.5,2.5,,36.36,6,4,10,2/25/2021,Raj Kumari Devi with her sons help has establish a CSEB business in her own locality. They are running the factory smoothly together. Both of them used to work in agriculture in their own farm. They are both really happy about the new business and hope to increase their income significantly.
Prem Rawal,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Youth Entrepreneur,28.7754741,80.2655846,Male,Dec.20,01.12.20,2020,2021,Running,10000,4,,,,,2,2,,30.3,6,4,10,2/27/2021,"Prem Rawal is a young entrepreneur of 33 years. He used to work in farming as well as a part time truck driver. He has multi mold machine. He and his team is excited about CSEB technology, and have plans to expand in coming days."
Bal Bdr Shahi,Dailekh,Province 6 - Karnali,Karnali Province,Entrepreneur,28.68963801,81.79674133,Male,Dec.20,01.12.20,2020,2021,Running,30000,12,,,,,6,6,2,90.9,8,11,19,2/25/2021,Bhupendra Shahi and Bal Bahadur Shahi are young entrepreneurs from a middle class family. Bhupendra and Bal Bahadur wanted to start their new business so that they can support family with money. They saw several other entrepreneurs doing well in CSEB and decided to start their own production thinking they have scope to manufacture a really efficient new construction material.
Indra Kaji Lama,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,Entrepreneur,28.0118821,85.7564107,Male,Dec.20,01.12.20,2020,2021,Running,,,,,,,0,0,,0,,,0,03.04.21,"Indra kaji Sherpa Lama is a positive optimistic active entrepreneur. The background of entrepreneur is Social Service. He is from medium class family. Indra kaji Sherpa and his team is happy on this CSEB technology, they said it is very easy to produce and to build and they believe this can replace fired bricks in their location.<br />
"
Krishna Bahadur Thapa Magar,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.6498409,83.8897057,Male,Jan.21,01.01.21,2021,2021,Running,2500,1,,,,,,1,,7.575,5,1,6,2/27/2021,"Krishna Thapa Magar was running a Agrovet store before staring this business. He partnered with his neighbour who had a construction business and started producing these bricks. In a very short time, they have been able to capture good share of the market and are looking to aggresivly expand their business to other parts of Nawalparasi."
Manju Gharti Magar,Makwanpur,Province 3 - Bagmati,Bagmati Province,Returning Migrant,27.404766,85.0707492,Male,Jan.21,01.01.21,2021,2021,Running,4800,2,,,,,,2,,14.544,4,2,6,2/27/2021,"Chandra Pokharel, 42 returned from Dubai after 11 years in foreign employment as a cleaner in a car wash. He has recently started and is very confident about the market of the CSEB. He is working with his brother Krishna in the business."
Rabindra Chaudhary,Udayapur,Province 1,Province No. 1,DAG - Disadvantaged Groups,26.8517875,86.6611083,Male,Jan.21,01.01.21,2021,2021,Running,6000,2,,,,,,2,,18.18,4,2,6,2/21/2021,Rabindra  Chaudhary was working as a radio technician and wanted to something of his own so he found out about CSEB entrepreneurship from Build Up Nepal social media and contacted us to get his own business started.
Prakash Jaisi,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.69313553,80.36159506,Male,Jan.21,01.01.21,2021,2021,Running,,,,,,,,,,0,,,0,03.03.21,Prakash Jaisi was working as an armed police in Nepal army before taking a voluntary retirement to start his own enterprise. He has always wanted to run his own business and thought this was the right time and opportunity. 
Puspa Kumari Poudel,Rupandehi,Province 5,Lumbini Province,Female Entrepreneur,27.45722723,83.34735858,Female,Jan.21,01.01.21,2021,2021,Running,8000,3,,,,,,3,,24.24,4,3,7,03.01.21,Puspa is an independent woman who is a full time engaged in a grocery shop. She found out about the business from her cousin and she added a machine right next to her shop where she is involved part time in both and supervises the production. Her husband also supports her in the business.
Ganesh Bahadur BK,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,Returning Migrant,28.5981653,81.0423429,Male,Feb.21,01.02.21,2021,2021,Running,,,,,,,,,,0,4,0,4,2/23/2021,"Ganesh was working in India in the construction sector. After seeing the demand in India for these bricks, he decided to establish these brick factory in his hometown of Dhangadhi. He is really happy about being able to live with his family after almost 11 years away from them."
Jitendra Giri,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.9872803,80.1651854,Male,Dec.20,01.12.20,2020,2021,Running,22000,9,,,,,4.5,4.5,,66.66,,8,8,2/27/2021,Jitendra Giri was running a photo studio before his friends told him about the opportunity with CSEB bricks. He established the factory an started to use the bricks to make his own house and use that as a model to market his enterprise.
Santosh Bohara,Bajhang,Province 7 - Sudurpashchim,Sudurpashchim Province,Returning Migrant,29.5193488,81.1857736,Male,Dec.20,01.12.20,2020,2021,Running,5000,2,,,,,1,1,,15.15,7,2,9,2/23/2021,Santosh came back to Nepal post lockdown and was exploring some ideas to establish something of his own. Santosh consulted his friends who were running CSEB factory and decided to invest in the business. He says that the low investment  and good market was the most appealing thing about the business 
Yubraj Katwal,Ilam,Province 1,Province No. 1,Entrepreneur,26.9870276,87.879523,Male,Jan.21,01.01.21,2021,2021,Running,6000,2,,,,,,2,,18.18,5,2,7,2/21/2021,"Yubraj  Katwal returned after almost 9 years in Qatar, Saudi and Malaysia. After returning he wanted to start something in Nepal and on his land. He decided to establish his own factory to produce CSEB. First he built a small shop for his family business as a model building followed by sales of the bricks to others."
Sunil BK,Bajhang,Province 7 - Sudurpashchim,Sudurpashchim Province,Youth Entrepreneur,29.77592401,81.25866392,Male,Jan.21,01.01.21,2021,2021,Running,5000,2,,,,,,2,,15.15,4,2,6,2/22/2021,Sunil BK was working as an electrician and has studied to become an electric overseer. He found out about CSEB bricks on YouTube and established a production with the help of his friends and family. He is confident that these bricks will be the best construction material for his village.
Yam Bdr Dangi,Rukum,Province 5,Lumbini Province,Entrepreneur,28.5968757,82.5510469,Male,Feb.21,01.02.21,2021,2021,Running,,,,,,,,,,0,6,0,6,2/24/2021,"Yam Bahadur Dangi is a young energetic entrepreneur who runs his own petrol pump and tractor showroom. He also has a construction enterprise and after seeing the demand for CSEB bricks in the area, decided to start his own production. He says the market is very good for CSEB bricks in the area and it is easy to make with local materials and manpower. "
Gopal singh Thapa,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.6895215,80.35412779,Male,Jan.21,01.01.21,2021,2021,Running,10000,4,,,,,,4,,30.3,3,3,6,2/22/2021,"Gopal Singh learned about the business from his friends and since he was a contractor, he decided to start making his own bricks. It was a good decision and he have got a good start on his CSEB enterprise. "
Kala Sharma,Ilam,Province 1,Province No. 1,Female Entrepreneur,26.7607396,87.8818431,Female,Jan.21,01.01.21,2021,2021,Running,6000,2,,,,,,2,,18.18,5,2,7,2/21/2021,Kala Sharma wanted to find a way for her and her husband to make a good living in their village. She started a CSEB enterprise with the aim to make it possible for her husband to return home from Malaysia so they can run the business together. 
Lab Dev Rana,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.7372203,80.4060609,Male,Jan.21,01.01.21,2021,2021,Running,6000,2,,,,,,2,,18.18,4,2,6,2/22/2021,Lab Dev Rana is a well-respected social worker and politician in the area. He visited his friends factory who was producing CSEB and got inspired to start his own enterprise.
Ajay Magar,Siraha,Province 2,Madhesh Province,Youth Entrepreneur,26.6397409,86.1853474,Male,Feb.21,01.02.21,2021,2021,Running,2000,1,,,,,,1,,6.06,6,1,7,2/25/2021,"Ajay Magar, 28, unmarried young and dynamic entrepreneur who worked as a civil engineer in Khani construction in a Japanese project for school reconstruction and also municipal building. After working for almost 3 years, he decided to start his own company along with his brother Khadak to produce and build with CSEB bricks."
Padam Bahadur Bholan,Sindhuli,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.33611688,85.85770597,Male,Sep.17,01.09.17,2017,2018,Closed / Sold,20000,8,,,8,,,,,60.6,0,2,2,03.04.21,
Arjun Chhetri,Myagdi,Province 4 - Gandaki,Gandaki Province,Entrepreneur,28.6028948,83.336188,Male,Mar.18,01.03.18,2018,2019,Closed / Sold,15000,6,,,,6,,,,45.45,0,2,2,2/24/2021,Arjun was a machine supplier for the construction sector and soon realized the potential for CSEB after seeing one of the plants in Pokhara. 
Sudhir Limbu,Taplejung,Province 1,Province No. 1,Entrepreneur,27.3551335,87.6688291,Male,Dec.18,01.12.18,2018,2019,Running,20000,8,,,,3,3,3,,60.6,0,3,3,03.04.21,
Maniklal Moktan,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.53557891,84.9593978,Male,Jul.19,01.07.19,2019,2020,Project,25000,10,,,,,10,,,75.75,,8,8,03.04.21,Maniklal is a local politician in Kailash Rural municipality. He established CSEB factory with the aim to help vulnerable to rebuild their houses at low cost.
Bachu and Maya Tamang,Nuwakot,Province 3 - Bagmati,Bagmati Province,Husband wife,27.9309851,85.311048,Male & Female,Nov.18,01.11.18,2018,2019,Running,85000,32,,,,11,11,11,11,257.55,6,1,7,03.01.21,
Rajkumar Khadka,Dhading,Province 3 - Bagmati,Bagmati Province,Youth Entrepreneur,27.89296149,84.79391459,Male,Jan.18,01.01.18,2018,2019,Project,65000,26,,,,26,,,,196.95,5,6,11,03.01.21,Raj is a very energetic young entrepreneur. He met with Build Up Nepal staffs in the field and decided to do more market research to find out the feasibility of the CSEB in his area. He became the one of first entrepreneur to use these bricks in RCC structures for commercial construction.
Non-Resident Nepali Association,Gorkha,Province 4 - Gandaki,Gandaki Province,INGO/NGO project,28.21999575,84.80574459,Male,Oct.18,01.10.18,2018,2019,Project,900000,573,,,,573,,,,2727,,,0,11/30/2020,We have been working as technical partner for CSEB to NRNA - The Non-Resident Nepali Association to rebuild a community of 573 houses in Laprak.
Bimal Bahadur Malla,Chitwan,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.52882655,84.35712314,Male,Nov.18,01.11.18,2018,2019,Data pending,,,,,,0,0,0,,0,1,,1,04.03.21,"Bimal Malla Started this business with a lot of hope and enthusiasm after his son returned to the village. His plan was to involve his son Nishan in the business but tragically his son met with a Motor Bike accident and couldn't continue in the business. Most of the money saved by Bimal also went in his sons treatment. After almost 1 year, he wanted to restart the business but again due to lockdown, his plans were severly affected. Right now, he is not running this enterprise and is waiting to get some loans approved so he can take his business forward<br />
"
Saru Thapa Tamang,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.95954309,85.68114477,Female,Dec.18,01.12.18,2018,2019,Data pending,,,,,,0,0,0,,0,0,0,0,03.04.21,
Chandika Bhandari,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.67991157,85.77732091,Female,Dec.18,01.12.18,2018,2019,Running,8000,3,,,,1,1,1,,24.24,0,1,1,03.03.21,
Bhimsen Adhikari,Dhading,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.8030547,85.0048963,Male,Jun.18,01.06.18,2018,2019,Running,60000,24,,,,8,8,8,,181.8,7,7,14,03.01.21,"Bhimsen owned a hollow concrete block factory and after seeing the demand for CSEB in the area, decided to start his own CSEB enterprise. However his health is not good and his two sons are working abroad, so he is not sure if he will be able to continue their business for long."
Janak Bhandari,Dhading,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.7167997,85.1615466,Male,Mar.19,01.03.19,2019,2020,Running,40000,16,,,,,8,8,,121.2,4,9,13,2/26/2021,Janak and his friend Roshan started this business after working together for 4 years as electricians. Both of them are young and energetic entrepreneurs with a very good marketing strategy to move forward. 
Som Bahadur Tamang,Ramechhap,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.319307,86.1039189,Male,Jun.19,01.06.19,2019,2020,Running,25000,10,,,,,5,5,,75.75,5,5,10,2/27/2021,Som Bahadur Tamang was working in timber plant and saw this as a very good alternative for red bricks. He consulted his family about wanting to start his own enterprise and all his family members supported him with the decision.
Sudhir Aryal,Gorkha,Province 4 - Gandaki,Gandaki Province,Returning Migrant,28.173693,84.8515804,Male,Jun.19,01.06.19,2019,2020,Running,60000,24,,,,,12,12,,181.8,5,14,19,2/25/2021,Sudhir returned from Saudi Arabia and established his own Travel agency. After learning about CSEB and he decided to change focus and started a CSEB Brick factory. He started small with a single mould machine and after seeing the scope of this business now he had added another machine. 
Rajan Neupane,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.5469571,85.1375645,Male,Jan.20,01.01.20,2020,2021,Running,22000,9,,,,,4.5,4.5,,66.66,5,13,18,03.03.21,"Rajan Neupane, 34 was running a successful construction enterprise before getting involved in the CSEB brick business. He has a block business and crusher enterprise in Bhimphedi, Makwanpur. After being impressed with the finishing of CSEB houses, he enquired about the business and after learning about the support from Build Up Nepal, he was eager to invest in CSEB. He has done very well after starting and soon planning to add expand with a second machine a new area - Bardibas where he has his brother looking after similar construction business."
Modern Model Residential School,Kalikot,Province 6 - Karnali,Karnali Province,INGO/NGO project,29.2088617,81.734942,Male,2019,2019,2019,2020,Project,15000,1,,,,,1,,1,45.45,,,0,11/30/2020,
Miss Nepal Anushka Shrestha,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,28.0514816,85.5303235,Male,Apr.19,01.04.19,2019,2020,Project,6500,3,,,,,3,,,19.695,,,0,,Rebuilding of remote village together with Miss Nepal - Anushka Shrestha
Govinda Shrestha,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.4367653,85.0025539,Male,Apr.19,01.04.19,2019,2020,Struggling,15000,6,,,,,3,3,,45.45,4,3,7,2/27/2021,Sanu Shrestha was mostly involved in the household work and small land farming. She and her husband Govinda decided to start this business after Govinda wanted to start something of his own after working in a local clock factory for over 3 years. This husband wife duo took a loan from a local vendor to start the business and after a lot of initial struggle has been able to turn their business around and do well.   
DZi Foundation Rural school construction,Khotang,Province 1,Province No. 1,INGO/NGO project,27.22599374,86.81963084,Male,Dec.19,01.12.19,2019,2020,Project,35000,1,,,,,1,,2,106.05,,,0,11/30/2020,Technical partner for DZI for training in CSEB and construction of rural schools
School reconstruction & masons training in Rasuwa,Rasuwa,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.9919954,85.182825,Male,Jan.20,01.01.20,2020,2021,Project,15000,6,,,,,,,1,45.45,,,0,11/30/2020,Construction of the village school and training of local masons in CSEB construction
Mohan Je/ Tara Silwal,Chitwan,Province 3 - Bagmati,Bagmati Province,Husband wife,27.529131,84.3542049,Male & Female,Feb.20,01.02.20,2020,2021,Data pending,,,,,,,0,0,,0,0,0,0,03.04.21,"Tara Silwal and Mohan Shrestha became partners in 2018 for their agrofarm business. Both of them decided to expand their business in 2020 and add CSEB to their services. Initally struggling because of COVID lockdown and their trained staffs leaving, they have been able to turn it around and hire new staffs, trained them again and are doing well. The expected sales are not up to the mark but they are confident that they can turn it around in the coming days."
Raj Kumar Oli,Salyan,Province 6 - Karnali,Karnali Province,Entrepreneur,28.4511244,82.2851075,Male,Mar.20,01.03.20,2020,2021,Running,15000,6,,,,,3,3,1,45.45,7,7,14,2/25/2021,"Raj Kumar Oli is an IT Officer at in the local government. He lives in a joint family of 20 members. To have alternate source of income, he started the CSEB factory. He also aim to supply the easy, economic and alternate construction materials in his locality."
ADARA DEVELOPMENT NEPAL,Humla,Province 6 - Karnali,Karnali Province,Female Entrepreneur,29.98747286,81.83963124,Female,Feb.20,01.02.20,2020,2021,Running,,,,,,,0,0,,0,,,0,,
Sambhav Nepal,Gorkha,Province 4 - Gandaki,Gandaki Province,INGO/NGO project,28.0467547,84.8124699,Male,Mar.20,01.03.20,2020,2021,Running,20000,,,,,,0,0,,60.6,,,0,,
Barun Rokaya,Bajhang,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.776669,81.2518833,Male,Sep.20,01.09.20,2020,2021,"Project, Running",9000,2,,,,,,2,,27.27,5,2,7,2/22/2021,Barun Rokaya is young and smart entrepreneur. He used to work in agriculture before. He think CSEB interlocking brick has great potential in his area due to the low cost and high strength. He started right after the lockdown and have already built several houses.
Naagarik Aawaz,Lalitpur,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.6587525,85.3247183,Male,Sep.20,01.09.20,2020,2021,"Project, Running",,,,,,,,,,0,,,0,,
Pradip Khadka,Ilam,Province 1,Province No. 1,Returning Migrant,26.9111769,87.9236747,Male,Jan.21,01.01.21,2021,2021,Running,5000,2,,,,,,2,,15.15,5,2,7,2/25/2021,When Pradip retired from Indian Army service he wanted a plan to start business at Nepal. Looking for a business that could be done in his own village with low investment and good prospects he decided to start producing CSEB bricks.
Sagar Sunar,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.9008333,80.0870155,Male,Jan.21,01.01.21,2021,2021,Running,6000,2,,,,,,2,,18.18,4,2,6,2/22/2021,Sagar was an NGO employee and learned about CSEB from his friends and family. Sagar is a young entrepreneur got excited and decided to start his own business. He is very confident that his new business will grow in the coming days.
Dinesh Chapai,Dhading,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.7305662,85.0337392,Male,Feb.18,01.02.18,2018,2019,Running,45000,18,,,,6,6,6,2,136.35,1,5,6,03.01.21,"Dinesh, an engineering graduate started CSEB enterprise in partnership with his collegue Saatish. They started taking contracts for schools and other structures all over Nepal. They have been able to do really well in a short span of time"
RaSuwa Reconstruction commitee,Makwanpur,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.55783164,85.02883916,Male,2018,2018,2018,2019,Project,20000,11,,,,11,,,,60.6,,,0,11/30/2020,
Rajesh Kumar Saha,Siraha,Province 2,Madhesh Province,Entrepreneur,26.7086135,86.3427458,Male,Feb.21,01.02.21,2021,2021,Running,3000,1,,,,,,1,,9.09,6,1,7,2/25/2021,"Rajesh Kumar Saha, a sub engineer by profession was running his own construction enterprise and soon after the lockdown decided to start producing these bricks as he thought he could make a lot more earning if he and his team can supply CSEB bricks. He is now starting to take construction contracts for the houses in his area and soon expand to other parts of Terai."
Ram Naresh chaudhary Tharu,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.47622688,83.78335966,Male,Feb.21,01.02.21,2021,2021,Running,1000,,,,,,,,,3.03,5,,5,2/25/2021,"Ram Naresh Chaudhary Tharu returned from Malasiya during the COVID crisis. After returning to Nepal, he was looking for some options to start something in his own village and thorugh various social media found out about CSEB enterprises. Ramu and his father are actively involved in the business and his sister overlooks the production site ensuring the quality is maintained. "
Geeta Devi,Rautahat,Province 2,Madhesh Province,Female Entrepreneur,27.1184455,85.3449646,Female,Feb.21,01.02.21,2021,2021,Running,,,,,,,,,,0,,,0,2/25/2021,
SukuMaya Pulami,Sindhuli,Province 3 - Bagmati,Bagmati Province,Husband wife,26.96834535,86.25986568,Male & Female,Feb.21,01.02.21,2021,2021,Running,2000,1,,,,,,1,,6.06,5,1,6,03.01.21,"Sukumaya is being supported by Bhim, her husband who had worked in the construction sector for almost 7 years. Sukumaya was a housewife and this is the first business that she has started and feels she can do really well with the support from her husband and her brother and sister in law."
Sangita Shrestha,Nawalparasi,Province 5,Lumbini Province,Female Entrepreneur,27.6114189,84.0140984,Female,Feb.21,01.02.21,2021,2021,Running,3000,1,,,,,,1,,9.09,5,1,6,03.01.21,Sangita Shrestha used to be a farmer but wanted to run a construction business. She applied for our program promoting women entrepreneurship. She took a loan from our finance partner Mero Microfinance and started her CSEB enterprise. 
Som Bahadur Gurung,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.5868207,83.5869563,Male,Feb.21,01.02.21,2021,2021,Running,1800,1,,,,,,1,,5.454,3,1,4,2/27/2021,"Som Bdr Gurung, 42 was a farmer since many years. Som has a son & a daughter and his wife is in Romania. Raising a son and a daughter, he says was a hard but worth all the trouble. He started producing CSEB with plans to involve his son in the business once he is a bit older."
Deepak Chaudhary,Bardiya,Province 5,Lumbini Province,Youth Entrepreneur,28.2973775,81.2711546,Male,Feb.21,01.02.21,2021,2021,Running,2500,1,,,,,,1,,7.575,5,1,6,2/24/2021,Deepak Chaudhary used to work abroad but did not like it there. He came home and started a CSEB enterprise with the hope to make a good living for himself and stay with his family. Now his brother is also planning to return from abroad to help him run the enterprise together. 
Surendra Bohora,Dadeldhura,Province 7 - Sudurpashchim,Sudurpashchim Province,Returning Migrant,29.2188245,80.4993857,Male,Feb.21,01.02.21,2021,2021,Running,1800,1,,,,,,1,,5.454,,1,1,2/22/2021,Surendra came back to Nepal after 3 years abroad with a plan to start his own enterprise. He consulted his friend who was already running a CSEB factory in a different location and decided to do the same. Surendra and wife have recently started their marketing campaigning online and are confident that they will have good business in the future.
Naresh Chhettri,Banke,Province 5,Lumbini Province,Entrepreneur,28.2117883,81.7130522,Male,Feb.21,01.02.21,2021,2021,Running,,,,,,,,,,0,5,0,5,2/24/2021,"Naresh son, Niranjan Chhetri 27 years old was planning for foreign employment. But they decided instead to start an enterprise of CSEB bricks allowing Niranjan to stay in Nepal and work alongside his father. "
Shanta Kumar Bhujel,Bhaktapur,Province 3 - Bagmati,Bagmati Province,Returning Migrant,27.6634624,85.3782068,Male,Feb.21,01.02.21,2021,2021,Running,2000,1,,,,,,1,,6.06,5,1,6,03.02.21,Shanta returned from the Middle East after 4 years working as a driver. He was spoke to his brother in law who started a CSEB enterprise in Kanchanpur and became excited about this business. He made a feasibility study checking the market in his are in Bhaktapur before starting the business. 
Leave Noone Behind - Lamjung (Practical Action),Lamjung,Province 4 - Gandaki,Gandaki Province,INGO/NGO project,28.28894491,84.3542049,Male,Jan.19,01.01.19,2019,2020,Project,312500,125,,,,,62.5,62.5,,946.875,,,0,04.07.21,The Leave Noone behind project is working to rebuild houses for the most vulnerable families in Lamjung. We work as technical partner for Practical action to support the local community to build low-cost houses with CSEB bricks. As part of the project 11 local CSEB enterprises were established. 
Leave noone behind - Makwanpur (Practical action),Makwanpur,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.58921734,84.94285836,Male,Jan.19,01.01.19,2019,2020,Project,315000,175,,,,,87.5,87.5,,954.45,,,0,04.07.21,The Leave Noone behind project is working to rebuild houses for the most vulnerable families in Makwanpur. We work as technical partner for Practical action to support the local community to build low-cost houses with CSEB bricks. 
Rajya Laxmi Shrestha,Bhaktapur,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.6549782,85.4762293,Female,Feb.20,01.02.20,2020,2021,Running,10000,4,,,,,2,2,,30.3,4,4,8,2/26/2021,Rajya Laxmi jee and her brother Rameshwor decided to start this business after Laxmi was free from all the household responsibilities and could focus more on the business after sending her children for higher studies. 
Umesh Syangtan / Rohit,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.40793585,85.01507652,Male,Jun.19,01.06.19,2019,2020,Struggling,20000,8,,,,,4,10,,60.6,2,4,6,2/27/2021,"Umesh Syangtan, brother of one of our other CSEB entrepreneurs started his business after consulting his elder brother. He successfully returned his investment in just over 120 days. In January 2020, after having won the US Visa lottery, he sold his business to his friend Rohit who has followed on the good work done by Umesh. "
Communty driven reconstruction in Chandane,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.83003191,85.57518083,Male,2018,2018,2018,2019,Project,60000,24,,,,24,,,,181.8,5,20,25,04.09.21,We are supporting the most vulnerable families to rebuild their own homes with CSEB
Community driven reconstruction in Satbote,Tanahu,Province 4 - Gandaki,Gandaki Province,INGO/NGO project,27.94280941,84.26341351,Male,2019,2019,2019,2020,Project,43000,16,,,,,16,,,130.29,4,10,14,04.09.21,Community driven reconstruction for most vulnerable families in Satbote village.
Construction of Muhar basti community for most vulnerable,Bara,Province 2,Madhesh Province,INGO/NGO project,27.0278995,84.99384803,Male,2021,2021,2021,2021,Project,75000,30,,,,,,30,,227.25,,,0,,
Construction of houses in badi community,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,INGO/NGO project,28.80608764,80.7462149,Male,2020,2020,2020,2021,Project,3000,1,,,,,,1,,9.09,,,0,04.09.21,
Yangshilla school,Morang,Province 1,Province No. 1,INGO/NGO project,26.7839228,87.3512913,Male,2020,2020,2020,2021,Project,9000,3.6,,,,,,3.6,1,27.27,,,0,,Construction of school building with 5 classrooms and masons training in Yangshilla.
Basnetgaun school,Dhading,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.79021681,84.77137199,Male,2020,2020,2020,2021,Project,12000,4.8,,,,,,4.8,1,36.36,,,0,04.09.21,Construction of the basnetgaun school in Dhading with CSEB. 
Abigaun School reconstruction,Dhading,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,28.20039871,85.12311456,Male,2020,2020,2020,2021,Project,10500,4.2,,,,,,4.2,1,31.815,,,0,04.09.21,Reconstruction of the Abigaun school. A very challenging location without road access and materials had to be carried by mules. 
Construction of orphanage in Pharping,Kathmandu,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,27.6128068,85.264486,Male,2020,2020,2020,2021,Project,9500,3.8,,,,,,3.8,,28.785,,,0,,Construction of an orphanage in Pharping
Practical action - Supply chain pilot project,Rasuwa,Province 3 - Bagmati,Bagmati Province,INGO/NGO project,28.1207069,85.28434087,Male,Apr.17,01.04.17,2017,2018,Project,450000,180,,,180,,,,,1363.5,,,0,04.10.21,We worked together with Practical action to promote CSEB technology in Nuwakot and Rasuwa for reconstruction after the earthquake. 
School construction for Children of the Mountain,Gorkha,Province 4 - Gandaki,Gandaki Province,INGO/NGO project,27.9745346,84.6792931,Male,2018,2018,2018,2019,Project,9500,3.8,,,,3.8,,,1,28.785,,,0,04.11.21,School construction for Children of the Mountain with 5 classrooms
